Chromosome	Gene	Start	End	Ratio
LT635621	(PVP01_1000400)	17870	18845	0.212274
LT635621	PIR protein(PVP01_1000300)	14112	15375	0.182373
LT635621	PIR protein(PVP01_1000200)	8117	11108	0.932635
LT635621	PIR protein(PVP01_1000100)	4247	5557	0.122786
LT635620	PIR protein(PVP01_0950200)	2232999	2235640	1.116742
LT635620	Plasmodium exported protein, unknown function(PVP01_0950100)	2227599	2228516	1.628397
LT635620	PIR protein(PVP01_0950000)	2221356	2223008	1.543098
LT635620	(PVP01_0949900)	2217932	2219278	1.541620
LT635620	Plasmodium exported protein, unknown function(PVP01_0949800)	2214071	2214907	1.547559
LT635620	PIR protein(PVP01_0949700)	2209818	2211409	1.404127
LT635620	PIR protein(PVP01_0949600)	2200995	2202654	2.668700
LT635620	PIR protein(PVP01_0949500)	2196198	2197478	1.582574
LT635620	PIR protein(PVP01_0949400)	2186921	2188440	1.453962
LT635620	hypothetical protein(PVP01_0949300)	2181453	2182204	1.408057
LT635620	tryptophan-rich antigen(PVP01_0949200)	2175576	2176557	1.480734
LT635620	Plasmodium exported protein, unknown function(PVP01_0949100)	2170538	2171634	1.440914
LT635620	tryptophan-rich antigen(PVP01_0949000)	2164115	2165233	1.558586
LT635620	tryptophan-rich antigen(PVP01_0948900)	2156011	2157119	1.545031
LT635620	tryptophan-rich antigen(PVP01_0948800)	2150027	2151219	1.476269
LT635620	tryptophan-rich antigen(PVP01_0948700)	2140827	2145125	1.287254
LT635620	serine/threonine protein kinase, putative(PVP01_0948600)	2131542	2135813	1.353813
LT635620	conserved Plasmodium protein, unknown function(PVP01_0948500)	2128923	2129579	1.465204
LT635620	merozoite adhesive erythrocytic binding protein,putative(PVP01_0948400)	2121547	2127507	1.286839
LT635620	mitochondrial ATP synthase delta subunit,putative(PVP01_0948300)	2119298	2120008	1.320415
LT635620	conserved Plasmodium protein, unknown function(PVP01_0948200)	2115385	2117768	1.294770
LT635620	protein farnesyltransferase subunit beta,putative(PVP01_0948100)	2111545	2114502	1.189561
LT635620	conserved Plasmodium protein, unknown function(PVP01_0948000)	2110034	2110610	0.989141
LT635620	conserved Plasmodium protein, unknown function(PVP01_0947900)	2104400	2108839	1.198273
LT635620	tubulin--tyrosine ligase, putative(PVP01_0947800)	2093379	2102210	1.090044
LT635620	dynein light chain, putative(PVP01_0947700)	2089405	2090483	1.341381
LT635620	sporozoite and liver stage asparagine-richprotein(PVP01_0947600)	2074913	2085112	1.016227
LT635620	protein YIPF6, putative(PVP01_0947500)	2072463	2073998	1.119418
LT635620	conserved Plasmodium protein, unknown function(PVP01_0947400)	2061160	2069867	0.987636
LT635620	kinesin-like protein, putative(PVP01_0947300)	2056410	2059954	1.015572
LT635620	CCAAT-box DNA binding protein subunit B,putative(PVP01_0947200)	2051701	2055402	0.976321
LT635620	leucine-rich repeat protein(PVP01_0947100)	2048173	2049195	1.184130
LT635620	conserved Plasmodium protein, unknown function(PVP01_0947000)	2045466	2046209	1.086927
LT635620	conserved Plasmodium protein, unknown function(PVP01_0946900)	2042718	2043386	1.080106
LT635620	conserved Plasmodium protein, unknown function(PVP01_0946800)	2040526	2042131	0.876843
LT635620	ribosome assembly protein 4, putative(PVP01_0946700)	2037475	2039457	1.073794
LT635620	conserved Plasmodium protein, unknown function(PVP01_0946600)	2034612	2037144	0.945297
LT635620	conserved Plasmodium protein, unknown function(PVP01_0946500)	2030212	2033283	1.054294
LT635620	bicoid-interacting protein BIN3, putative(PVP01_0946400)	2028389	2029801	0.882907
LT635620	conserved protein, unknown function(PVP01_0946300)	2023955	2026476	0.846676
LT635620	ABC transporter B family member 3, putative(PVP01_0946200)	2021063	2023701	0.967347
LT635620	dynamin-like protein, putative(PVP01_0946100)	2014300	2017158	0.996324
LT635620	cysteine-rich PDZ-binding protein, putative(PVP01_0946000)	2012601	2013472	0.988591
LT635620	serine/threonine protein kinase, putative(PVP01_0945900)	2001384	2007419	0.900400
LT635620	coatomer subunit gamma, putative(PVP01_0945800)	1995740	1998772	1.084283
LT635620	conserved Plasmodium protein, unknown function(PVP01_0945700)	1991126	1994183	0.856103
LT635620	ras-related protein Rab-6, putative(PVP01_0945600)	1987820	1989251	0.990027
LT635620	conserved Plasmodium protein, unknown function(PVP01_0945500)	1985053	1986786	0.935917
LT635620	apicoplast import protein Tic20, putative(PVP01_0945400)	1982561	1984086	0.741418
LT635620	transcription initiation factor IIF subunitbeta, putative(PVP01_0945300)	1980873	1982015	1.096951
LT635620	SUMO-activating enzyme subunit 1, putative(PVP01_0945200)	1977796	1978875	1.153192
LT635620	conserved Plasmodium protein, unknown function(PVP01_0945100)	1971868	1976163	0.851572
LT635620	60S ribosomal protein L41, putative(PVP01_0945000)	1968797	1969264	1.082773
LT635620	conserved Plasmodium protein, unknown function(PVP01_0944900)	1967030	1967976	0.850978
LT635620	mitochondrial large subunit ribosomal protein,putative(PVP01_0944800)	1965862	1966530	0.748209
LT635620	40S ribosomal protein S21, putative(PVP01_0944700)	1964566	1965229	0.953289
LT635620	ATP-dependent (S)-NAD(P)H-hydrate dehydratase,putative(PVP01_0944600)	1961875	1963405	0.922955
LT635620	conserved Plasmodium protein, unknown function(PVP01_0944500)	1958647	1961088	1.058678
LT635620	conserved Plasmodium protein, unknown function(PVP01_0944400)	1953355	1956627	0.971559
LT635620	conserved Plasmodium protein, unknown function(PVP01_0944300)	1951679	1952653	0.974447
LT635620	conserved Plasmodium protein, unknown function(PVP01_0944200)	1947643	1950791	0.952218
LT635620	translation initiation factor eIF-1A, putative(PVP01_0944100)	1945517	1946992	0.972633
LT635620	DNA-directed RNA polymerases I and III subunitRPAC1, putative(PVP01_0944000)	1942114	1943115	1.119125
LT635620	DnaJ protein, putative(PVP01_0943900)	1940067	1941178	1.163029
LT635620	transcription factor with AP2 domain(s),putative(PVP01_0943800)	1929046	1934832	0.953272
LT635620	alpha/beta hydrolase, putative(PVP01_0943700)	1926527	1927801	0.980893
LT635620	conserved Plasmodium protein, unknown function(PVP01_0943600)	1923417	1925531	0.916109
LT635620	conserved Plasmodium protein, unknown function(PVP01_0943500)	1920184	1921086	1.235765
LT635620	methyltransferase, putative(PVP01_0943400)	1917130	1918884	1.009846
LT635620	60S ribosomal protein L35ae, putative(PVP01_0943300)	1914562	1915692	1.011396
LT635620	60S ribosomal protein L28, putative(PVP01_0943200)	1912329	1913055	1.023832
LT635620	coproporphyrinogen-III oxidase, putative(PVP01_0943100)	1908571	1910380	0.957598
LT635620	conserved Plasmodium protein, unknown function(PVP01_0943000)	1902469	1907631	1.043531
LT635620	conserved Plasmodium protein, unknown function(PVP01_0942900)	1899551	1900638	1.151287
LT635620	conserved Plasmodium protein, unknown function(PVP01_0942800)	1888303	1896636	1.010385
LT635620	conserved Plasmodium protein, unknown function(PVP01_0942700)	1885654	1887861	1.107303
LT635620	inner membrane complex protein 1b, putative(PVP01_0942600)	1882885	1884435	1.070276
LT635620	phd finger protein, putative(PVP01_0942500)	1877534	1879741	0.934374
LT635620	OTU domain-containing protein, putative(PVP01_0942400)	1874832	1876674	0.972374
LT635620	dolichol-phosphate mannosyltransferase,putative(PVP01_0942300)	1873080	1873868	0.996921
LT635620	conserved Plasmodium protein, unknown function(PVP01_0942200)	1870038	1872304	1.017817
LT635620	phosphatidylinositolN-acetylglucosaminyltransferase subunit H, putative(PVP01_0942100)	1868021	1869560	1.067769
LT635620	conserved Plasmodium protein, unknown function(PVP01_0942000)	1863469	1866600	1.015635
LT635620	conserved Plasmodium protein, unknown function(PVP01_0941900)	1861614	1862104	0.919209
LT635620	conserved Plasmodium protein, unknown function(PVP01_0941800)	1853393	1860784	0.959472
LT635620	conserved Plasmodium protein, unknown function(PVP01_0941700)	1842788	1851925	1.035503
LT635620	conserved Plasmodium protein, unknown function(PVP01_0941600)	1834665	1840774	1.091757
LT635620	conserved Plasmodium protein, unknown function(PVP01_0941500)	1831063	1833927	1.061512
LT635620	conserved Plasmodium protein, unknown function(PVP01_0941400)	1817346	1825451	1.069798
LT635620	conserved Plasmodium protein, unknown function(PVP01_0941300)	1808410	1815273	1.063758
LT635620	myosin F, putative(PVP01_0941200)	1802551	1808175	0.975867
LT635620	conserved Plasmodium protein, unknown function(PVP01_0941100)	1800400	1801049	0.990068
LT635620	P-loop containing nucleoside triphosphatehydrolase, putative(PVP01_0941000)	1797383	1798540	1.189043
LT635620	conserved Plasmodium protein, unknown function(PVP01_0940900)	1792940	1794452	1.229962
LT635620	V-type proton ATPase subunit F, putative(PVP01_0940800)	1789884	1791114	0.781872
LT635620	(PVP01_0940700)	1788033	1789144	1.193700
LT635620	conserved protein, unknown function(PVP01_0940600)	1785549	1786861	0.956560
LT635620	conserved Plasmodium protein, unknown function(PVP01_0940500)	1777253	1783558	1.082515
LT635620	adrenodoxin reductase, putative(PVP01_0940400)	1774652	1776172	1.184723
LT635620	conserved Plasmodium protein, unknown function(PVP01_0940300)	1772283	1774190	1.011488
LT635620	AAA family ATPase, putative(PVP01_0940200)	1767314	1770115	0.987494
LT635620	transcription factor with AP2 domain(s),putative(PVP01_0940100)	1745247	1754077	1.019045
LT635620	conserved Plasmodium protein, unknown function(PVP01_0940000)	1742170	1743631	1.014973
LT635620	RNA-binding protein, putative(PVP01_0939900)	1734255	1739852	0.977387
LT635620	WD repeat-containing protein, putative(PVP01_0939800)	1718112	1724639	1.026241
LT635620	conserved Plasmodium protein, unknown function(PVP01_0939700)	1709738	1716019	1.113057
LT635620	beta-catenin-like protein 1, putative(PVP01_0939600)	1706073	1708015	1.098211
LT635620	protein phosphatase PPM2, putative(PVP01_0939500)	1702099	1704717	1.233385
LT635620	guanylyl cyclase, putative(PVP01_0939400)	1684607	1696546	1.134489
LT635620	conserved Plasmodium protein, unknown function(PVP01_0939300)	1682690	1683130	1.146079
LT635620	conserved Plasmodium membrane protein, unknownfunction(PVP01_0939200)	1681611	1682321	1.011332
LT635620	ubiquitin-related modifier 1, putative(PVP01_0939100)	1680426	1680803	1.035617
LT635620	conserved Plasmodium protein, unknown function(PVP01_0939000)	1670448	1679312	0.990352
LT635620	conserved Plasmodium protein, unknown function(PVP01_0938900)	1665997	1668728	1.029078
LT635620	conserved Plasmodium protein, unknown function(PVP01_0938800)	1663217	1663855	1.067511
LT635620	calcium-binding protein, putative(PVP01_0938700)	1659910	1661982	1.217056
LT635620	conserved Plasmodium protein, unknown function(PVP01_0938600)	1657494	1659122	1.052053
LT635620	30S ribosomal protein S14, putative(PVP01_0938500)	1655823	1656490	1.146072
LT635620	UVB-resistance protein UVR8 homologue(PVP01_0938400)	1652856	1654217	1.162094
LT635620	CLPTM1 domain-containing protein, putative(PVP01_0938300)	1648973	1650925	1.151218
LT635620	conserved Plasmodium protein, unknown function(PVP01_0938200)	1641574	1647572	0.957247
LT635620	apical exonemal protein, putative(PVP01_0938100)	1639549	1640859	1.286749
LT635620	30S ribosomal protein S9, putative(PVP01_0938000)	1637998	1638912	1.054258
LT635620	subtilisin-like protease 2, putative(PVP01_0937800)	1631017	1635390	0.985117
LT635620	DnaJ protein, putative(PVP01_0937700)	1624006	1625762	1.045723
LT635620	conserved Plasmodium protein, unknown function(PVP01_0937600)	1620056	1622268	1.122676
LT635620	conserved Plasmodium protein, unknown function(PVP01_0937500)	1616078	1618978	1.001973
LT635620	casein kinase 1, putative(PVP01_0937400)	1606184	1608602	0.888332
LT635620	signal recognition particle subunit SRP72,putative(PVP01_0937300)	1600512	1603082	0.870635
LT635620	tudor staphylococcal nuclease, putative(PVP01_0937200)	1596528	1599960	0.964706
LT635620	conserved Plasmodium protein, unknown function(PVP01_0937100)	1590362	1593336	0.959096
LT635620	conserved Plasmodium protein, unknown function(PVP01_0937000)	1588394	1590058	1.021151
LT635620	conserved Plasmodium protein, unknown function(PVP01_0936900)	1577493	1587318	0.902330
LT635620	3-oxo-5-alpha-steroid 4-dehydrogenase, putative(PVP01_0936800)	1570800	1573210	0.843743
LT635620	conserved Plasmodium protein, unknown function(PVP01_0936700)	1568839	1569306	0.986317
LT635620	conserved Plasmodium protein, unknown function(PVP01_0936600)	1567799	1568189	0.992291
LT635620	condensin-2 complex subunit D3, putative(PVP01_0936500)	1561491	1567528	1.037958
LT635620	conserved Plasmodium protein, unknown function(PVP01_0936400)	1558377	1560383	0.904836
LT635620	conserved Plasmodium protein, unknown function(PVP01_0936300)	1556224	1557060	1.026592
LT635620	conserved Plasmodium protein, unknown function(PVP01_0936200)	1554292	1555107	1.101088
LT635620	conserved Plasmodium protein, unknown function(PVP01_0936100)	1551091	1552320	1.229881
LT635620	regulator of chromosome condensation, putative(PVP01_0936000)	1546885	1549964	1.009289
LT635620	protein phosphatase PPM8, putative(PVP01_0935900)	1541539	1544097	1.159970
LT635620	PQ-loop repeat-containing protein(PVP01_0935800)	1539032	1540710	0.934142
LT635620	conserved Plasmodium protein, unknown function(PVP01_0935700)	1536464	1538461	0.917764
LT635620	coatomer subunit delta, putative(PVP01_0935600)	1533888	1535444	1.124630
LT635620	DNA-directed RNA polymerase I subunit RPA2,putative(PVP01_0935500)	1527267	1532154	1.025061
LT635620	zinc finger protein, putative(PVP01_0935400)	1514805	1521449	0.904931
LT635620	alpha/beta hydrolase, putative(PVP01_0935300)	1508269	1513101	0.991615
LT635620	conserved Plasmodium protein, unknown function(PVP01_0935200)	1505250	1506556	0.926646
LT635620	conserved Plasmodium protein, unknown function(PVP01_0935100)	1498193	1504888	0.997936
LT635620	conserved Plasmodium protein, unknown function(PVP01_0935000)	1490982	1496582	1.076321
LT635620	protein disulfide isomerase, putative(PVP01_0934900)	1486738	1488012	1.221022
LT635620	heat shock protein 70, putative(PVP01_0934800)	1483505	1485496	1.119900
LT635620	conserved Plasmodium protein, unknown function(PVP01_0934700)	1475855	1480493	1.131088
LT635620	RNA (uracil-5-)methyltransferase, putative(PVP01_0934600)	1471678	1474373	1.038697
LT635620	FHA domain-containing protein, putative(PVP01_0934500)	1467263	1469698	0.997168
LT635620	conserved Plasmodium protein, unknown function(PVP01_0934400)	1464398	1466215	1.078534
LT635620	conserved Plasmodium protein, unknown function(PVP01_0934300)	1462706	1464180	0.948692
LT635620	apical membrane antigen 1(PVP01_0934200)	1459296	1460984	1.180918
LT635620	LEM3/CDC50 family protein, putative(PVP01_0934100)	1454806	1455903	1.118165
LT635620	conserved Plasmodium protein, unknown function(PVP01_0934000)	1446999	1451381	1.053600
LT635620	conserved Plasmodium protein, unknown function(PVP01_0933900)	1442700	1446367	0.978074
LT635620	conserved Plasmodium protein, unknown function(PVP01_0933800)	1440513	1440602	1.114649
LT635620	glycine cleavage system H protein, putative(PVP01_0933700)	1438356	1438964	1.390449
LT635620	aquaglyceroporin, putative(PVP01_0933600)	1435985	1436761	1.105146
LT635620	50S ribosomal protein L2, putative(PVP01_0933500)	1433117	1434058	1.153731
LT635620	pre-mRNA-splicing factor 38A, putative(PVP01_0933400)	1430882	1432262	0.913825
LT635620	amino acid transporter, putative(PVP01_0933300)	1426274	1430452	0.980304
LT635620	conserved Plasmodium protein, unknown function(PVP01_0933200)	1420537	1424226	1.122202
LT635620	nucleic acid binding protein, putative(PVP01_0933100)	1418817	1419641	1.186163
LT635620	T-complex protein 1, alpha subunit, putative(PVP01_0933000)	1413429	1415302	1.030419
LT635620	RNA-binding protein, putative(PVP01_0932900)	1408106	1410997	0.826623
LT635620	ubiquitin-like protein, putative(PVP01_0932800)	1404496	1407111	0.878779
LT635620	conserved Plasmodium protein, unknown function(PVP01_0932700)	1398791	1400902	1.039744
LT635620	oxysterol-binding protein, putative(PVP01_0932600)	1394200	1397055	0.895866
LT635620	conserved Plasmodium protein, unknown function(PVP01_0932500)	1392202	1393158	0.851446
LT635620	conserved Plasmodium protein, unknown function(PVP01_0932400)	1383753	1390910	0.868039
LT635620	conserved Plasmodium protein, unknown function(PVP01_0932300)	1378652	1379428	1.091587
